datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,load_area,estimated_load_hourly
1/1/2006 5:00:00 AM,1/1/2006 12:00:00 AM,1/1/2006 6:00:00 AM,1/1/2006 1:00:00 AM,AEP,14287
1/1/2006 6:00:00 AM,1/1/2006 1:00:00 AM,1/1/2006 7:00:00 AM,1/1/2006 2:00:00 AM,AEP,13932
1/1/2006 7:00:00 AM,1/1/2006 2:00:00 AM,1/1/2006 8:00:00 AM,1/1/2006 3:00:00 AM,AEP,13713
1/1/2006 8:00:00 AM,1/1/2006 3:00:00 AM,1/1/2006 9:00:00 AM,1/1/2006 4:00:00 AM,AEP,13656
1/1/2006 9:00:00 AM,1/1/2006 4:00:00 AM,1/1/2006 10:00:00 AM,1/1/2006 5:00:00 AM,AEP,13635
1/1/2006 10:00:00 AM,1/1/2006 5:00:00 AM,1/1/2006 11:00:00 AM,1/1/2006 6:00:00 AM,AEP,13850
1/1/2006 11:00:00 AM,1/1/2006 6:00:00 AM,1/1/2006 12:00:00 PM,1/1/2006 7:00:00 AM,AEP,14199
1/1/2006 12:00:00 PM,1/1/2006 7:00:00 AM,1/1/2006 1:00:00 PM,1/1/2006 8:00:00 AM,AEP,14662
1/1/2006 1:00:00 PM,1/1/2006 8:00:00 AM,1/1/2006 2:00:00 PM,1/1/2006 9:00:00 AM,AEP,14952
1/1/2006 2:00:00 PM,1/1/2006 9:00:00 AM,1/1/2006 3:00:00 PM,1/1/2006 10:00:00 AM,AEP,15119
1/1/2006 3:00:00 PM,1/1/2006 10:00:00 AM,1/1/2006 4:00:00 PM,1/1/2006 11:00:00 AM,AEP,14925
1/1/2006 4:00:00 PM,1/1/2006 11:00:00 AM,1/1/2006 5:00:00 PM,1/1/2006 12:00:00 PM,AEP,14636
1/1/2006 5:00:00 PM,1/1/2006 12:00:00 PM,1/1/2006 6:00:00 PM,1/1/2006 1:00:00 PM,AEP,14475
1/1/2006 6:00:00 PM,1/1/2006 1:00:00 PM,1/1/2006 7:00:00 PM,1/1/2006 2:00:00 PM,AEP,14161
1/1/2006 7:00:00 PM,1/1/2006 2:00:00 PM,1/1/2006 8:00:00 PM,1/1/2006 3:00:00 PM,AEP,13841
1/1/2006 8:00:00 PM,1/1/2006 3:00:00 PM,1/1/2006 9:00:00 PM,1/1/2006 4:00:00 PM,AEP,13748
1/1/2006 9:00:00 PM,1/1/2006 4:00:00 PM,1/1/2006 10:00:00 PM,1/1/2006 5:00:00 PM,AEP,14018
1/1/2006 10:00:00 PM,1/1/2006 5:00:00 PM,1/1/2006 11:00:00 PM,1/1/2006 6:00:00 PM,AEP,15141
1/1/2006 11:00:00 PM,1/1/2006 6:00:00 PM,1/2/2006 12:00:00 AM,1/1/2006 7:00:00 PM,AEP,15748
1/2/2006 12:00:00 AM,1/1/2006 7:00:00 PM,1/2/2006 1:00:00 AM,1/1/2006 8:00:00 PM,AEP,15813
1/2/2006 1:00:00 AM,1/1/2006 8:00:00 PM,1/2/2006 2:00:00 AM,1/1/2006 9:00:00 PM,AEP,15638
1/2/2006 2:00:00 AM,1/1/2006 9:00:00 PM,1/2/2006 3:00:00 AM,1/1/2006 10:00:00 PM,AEP,15381
1/2/2006 3:00:00 AM,1/1/2006 10:00:00 PM,1/2/2006 4:00:00 AM,1/1/2006 11:00:00 PM,AEP,14743
1/2/2006 4:00:00 AM,1/1/2006 11:00:00 PM,1/2/2006 5:00:00 AM,1/2/2006 12:00:00 AM,AEP,14116
1/2/2006 5:00:00 AM,1/2/2006 12:00:00 AM,1/2/2006 6:00:00 AM,1/2/2006 1:00:00 AM,AEP,13599
1/2/2006 6:00:00 AM,1/2/2006 1:00:00 AM,1/2/2006 7:00:00 AM,1/2/2006 2:00:00 AM,AEP,13136
1/2/2006 7:00:00 AM,1/2/2006 2:00:00 AM,1/2/2006 8:00:00 AM,1/2/2006 3:00:00 AM,AEP,13000
1/2/2006 8:00:00 AM,1/2/2006 3:00:00 AM,1/2/2006 9:00:00 AM,1/2/2006 4:00:00 AM,AEP,12904
1/2/2006 9:00:00 AM,1/2/2006 4:00:00 AM,1/2/2006 10:00:00 AM,1/2/2006 5:00:00 AM,AEP,12980
