datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,load_area,estimated_load_hourly
1/1/2024 5:00:00 AM,1/1/2024 12:00:00 AM,1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,AEP,13544
1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,AEP,13425
1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,AEP,13352
1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,AEP,13277
1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,AEP,13430
1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,AEP,13675
1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,AEP,13964
1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,AEP,14216
1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,AEP,14430
1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,AEP,14679
1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,AEP,14947
1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,AEP,15119
1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,AEP,15028
1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,AEP,14983
1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,AEP,14955
1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,AEP,15008
1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,1/1/2024 10:00:00 PM,1/1/2024 5:00:00 PM,AEP,15317
1/1/2024 10:00:00 PM,1/1/2024 5:00:00 PM,1/1/2024 11:00:00 PM,1/1/2024 6:00:00 PM,AEP,15803
