datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,load_area,estimated_load_hourly
1/1/2011 5:00:00 AM,1/1/2011 12:00:00 AM,1/1/2011 6:00:00 AM,1/1/2011 1:00:00 AM,AEP,13172
1/1/2011 6:00:00 AM,1/1/2011 1:00:00 AM,1/1/2011 7:00:00 AM,1/1/2011 2:00:00 AM,AEP,12856
1/1/2011 7:00:00 AM,1/1/2011 2:00:00 AM,1/1/2011 8:00:00 AM,1/1/2011 3:00:00 AM,AEP,12516
1/1/2011 8:00:00 AM,1/1/2011 3:00:00 AM,1/1/2011 9:00:00 AM,1/1/2011 4:00:00 AM,AEP,12380
1/1/2011 9:00:00 AM,1/1/2011 4:00:00 AM,1/1/2011 10:00:00 AM,1/1/2011 5:00:00 AM,AEP,12416
1/1/2011 10:00:00 AM,1/1/2011 5:00:00 AM,1/1/2011 11:00:00 AM,1/1/2011 6:00:00 AM,AEP,12518
1/1/2011 11:00:00 AM,1/1/2011 6:00:00 AM,1/1/2011 12:00:00 PM,1/1/2011 7:00:00 AM,AEP,12724
1/1/2011 12:00:00 PM,1/1/2011 7:00:00 AM,1/1/2011 1:00:00 PM,1/1/2011 8:00:00 AM,AEP,13007
1/1/2011 1:00:00 PM,1/1/2011 8:00:00 AM,1/1/2011 2:00:00 PM,1/1/2011 9:00:00 AM,AEP,13305
1/1/2011 2:00:00 PM,1/1/2011 9:00:00 AM,1/1/2011 3:00:00 PM,1/1/2011 10:00:00 AM,AEP,13757
1/1/2011 3:00:00 PM,1/1/2011 10:00:00 AM,1/1/2011 4:00:00 PM,1/1/2011 11:00:00 AM,AEP,14284
1/1/2011 4:00:00 PM,1/1/2011 11:00:00 AM,1/1/2011 5:00:00 PM,1/1/2011 12:00:00 PM,AEP,14410
1/1/2011 5:00:00 PM,1/1/2011 12:00:00 PM,1/1/2011 6:00:00 PM,1/1/2011 1:00:00 PM,AEP,14552
1/1/2011 6:00:00 PM,1/1/2011 1:00:00 PM,1/1/2011 7:00:00 PM,1/1/2011 2:00:00 PM,AEP,14461
1/1/2011 7:00:00 PM,1/1/2011 2:00:00 PM,1/1/2011 8:00:00 PM,1/1/2011 3:00:00 PM,AEP,14354
1/1/2011 8:00:00 PM,1/1/2011 3:00:00 PM,1/1/2011 9:00:00 PM,1/1/2011 4:00:00 PM,AEP,14227
1/1/2011 9:00:00 PM,1/1/2011 4:00:00 PM,1/1/2011 10:00:00 PM,1/1/2011 5:00:00 PM,AEP,14509
1/1/2011 10:00:00 PM,1/1/2011 5:00:00 PM,1/1/2011 11:00:00 PM,1/1/2011 6:00:00 PM,AEP,15250
1/1/2011 11:00:00 PM,1/1/2011 6:00:00 PM,1/2/2011 12:00:00 AM,1/1/2011 7:00:00 PM,AEP,15484
1/2/2011 12:00:00 AM,1/1/2011 7:00:00 PM,1/2/2011 1:00:00 AM,1/1/2011 8:00:00 PM,AEP,15327
1/2/2011 1:00:00 AM,1/1/2011 8:00:00 PM,1/2/2011 2:00:00 AM,1/1/2011 9:00:00 PM,AEP,15249
1/2/2011 2:00:00 AM,1/1/2011 9:00:00 PM,1/2/2011 3:00:00 AM,1/1/2011 10:00:00 PM,AEP,15040
